#csv_version,1.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#measurement,"{""schema_version"":""1.0.0"",""appPlatform"":""desktop"",""appVersion"":""1.5.0"",""owner"":{""first_name"":""Travis"",""last_name"":""Nilest""},""data"":{""id"":8765,""name"":""CocaCola_4"",""measurement_type"":""take a smell"",""started_at"":""2023-03-31T14:32:12.210Z"",""stopped_at"":""2023-03-31T14:35:34.865Z"",""connection_type"":""usb"",""measurement_size"":""43"",""measurement_duration"":202,""fan_state"":3,""comment"":null,""device_info"":{""id"":754,""mac_address"":""10:97:bd:36:79:14"",""serial_number"":""SI2205-1474"",""board_id"":null,""device_type_info"":{""id"":1,""name"":""Smell Inspector"",""version"":""B1"",""is_contain_sensor_board"":false},""device_firmware_info"":{""id"":4,""name"":""SI-Firmware"",""version"":""2.1.1""},""board_info"":null,""detectors_info"":[{""id"":2430,""detector_position"":""X1"",""detector"":{""id"":2421,""batch_id"":""0000018"",""slot_id"":""10"",""production_detector_id"":""00126"",""detector_type"":{""id"":7,""name"":""Type1"",""lower_bound"":0,""upper_bound"":350000}}},{""id"":2431,""detector_position"":""X2"",""detector"":{""id"":2424,""batch_id"":""0000019"",""slot_id"":""01"",""production_detector_id"":""00228"",""detector_type"":{""id"":8,""name"":""Type2"",""lower_bound"":0,""upper_bound"":350000}}},{""id"":2432,""detector_position"":""X3"",""detector"":{""id"":2422,""batch_id"":""0000020"",""slot_id"":""08"",""production_detector_id"":""00048"",""detector_type"":{""id"":9,""name"":""Type3"",""lower_bound"":0,""upper_bound"":350000}}},{""id"":2433,""detector_position"":""X4"",""detector"":{""id"":2423,""batch_id"":""0000021"",""slot_id"":""01"",""production_detector_id"":""00089"",""detector_type"":{""id"":10,""name"":""Type4"",""lower_bound"":0,""upper_bound"":350000}}}]},""measurement_substance_info"":[{""substance_info"":{""id"":1829,""category"":""Food and Beverage"",""is_public"":false,""name"":""Soda"",""odor_name"":null,""taste_name"":null,""additional_information"":null,""parent_substance_id"":null,""parent_substance"":null},""concentration_value"":null,""concentration_unit"":null,""state"":null}],""measurement_events"":[],""measurement_setup_info"":{""id"":337,""name"":""Conference Room"",""is_public"":false,""description"":""71 fahrenheit (on thermostat)"",""indoor_outdoor"":""indoor""}}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#fan_level,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#baseLevel|2023-03-31T14:32:15.158Z,26584.4,26580.7,1834.0,1833.5,1833.8,1153.3,1152.9,1153.0,7389.9,7389.2,7389.9,1482.9,1483.0,1483.6,4225.9,4225.7,109809.4,109813.5,15767.5,15769.1,15768.5,2722.5,2719.8,2718.1,1331.3,1331.1,1331.1,2361.6,2361.6,2361.8,15459.1,15460.1,23023.9,23017.8,3960.2,3960.7,3960.8,2226.3,2225.2,2225.3,4756.0,4753.9,4753.5,2369.4,2369.0,2369.4,76536.8,76535.5,5047.7,5048.2,1578.4,1577.5,1577.4,4112.3,4111.8,4112.4,1353.1,1352.4,1352.4,1672.4,1671.9,1672.3,4735.4,4734.1,31.059999,29.469999
#header:timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49,ch50,ch51,ch52,ch53,ch54,ch55,ch56,ch57,ch58,ch59,ch60,ch61,ch62,ch63,ch64,humidity,temperature
2023-03-31T14:33:46.686Z,26817.2,26820.4,1855.6,1854.9,1855.3,1189.8,1189.6,1189.6,7562.6,7562.2,7561.9,1527.9,1528.0,1528.4,4256.0,4255.8,110583.6,110516.7,16210.4,16199.6,16202.4,2792.0,2789.2,2787.1,1371.7,1371.6,1371.6,2403.1,2403.1,2403.6,15594.5,15592.1,23287.3,23291.7,4022.5,4022.2,4023.3,2265.7,2264.6,2264.8,4844.0,4842.3,4843.6,2382.6,2382.6,2382.4,77129.3,77113.6,5094.4,5094.7,1605.5,1604.6,1604.4,4185.3,4185.4,4185.3,1375.5,1374.8,1375.2,1694.8,1694.8,1694.8,4762.7,4762.2,39.570000,29.580000
2023-03-31T14:33:49.130Z,26822.6,26822.7,1856.6,1856.0,1856.2,1190.6,1190.3,1190.4,7566.7,7566.1,7567.1,1529.4,1529.5,1530.0,4257.0,4256.8,110649.8,110597.9,16207.1,16203.1,16194.4,2792.7,2790.0,2788.6,1373.0,1372.9,1372.8,2404.4,2404.4,2404.7,15594.1,15596.2,23296.0,23310.0,4025.6,4025.8,4026.2,2266.7,2265.6,2265.9,4847.0,4846.6,4845.4,2383.8,2384.1,2384.0,77101.1,77096.4,5096.9,5096.9,1606.7,1606.4,1606.2,4184.7,4184.7,4185.5,1376.1,1375.5,1375.6,1694.4,1694.0,1694.8,4764.7,4764.2,39.349998,29.570000
2023-03-31T14:33:51.574Z,26827.5,26824.2,1855.8,1855.2,1855.7,1191.3,1190.9,1191.0,7568.6,7568.0,7567.9,1529.4,1528.9,1530.0,4257.1,4257.2,110697.5,110639.5,16217.4,16208.3,16209.1,2793.6,2790.9,2789.3,1373.8,1373.5,1373.5,2405.7,2404.8,2406.3,15602.3,15603.8,23305.3,23305.7,4027.2,4027.7,4028.1,2266.6,2265.5,2266.0,4849.4,4847.2,4846.3,2384.5,2383.8,2384.1,77101.3,77116.6,5098.2,5098.0,1607.0,1605.9,1605.9,4186.1,4186.1,4186.8,1376.3,1375.8,1375.7,1694.7,1694.4,1694.9,4764.8,4764.5,38.889999,29.600000
2023-03-31T14:33:54.018Z,26834.1,26831.9,1855.6,1855.1,1855.2,1191.5,1191.1,1191.0,7570.0,7569.6,7570.0,1529.9,1530.2,1530.4,4256.9,4256.9,110697.5,110650.1,16223.4,16218.7,16221.9,2794.5,2792.0,2790.2,1374.3,1374.0,1374.2,2406.3,2406.4,2406.4,15599.7,15600.3,23307.2,23307.8,4027.4,4028.0,4028.2,2266.8,2265.8,2265.9,4846.8,4846.7,4846.3,2383.5,2382.7,2383.1,77078.7,77065.7,5098.4,5097.0,1605.5,1604.8,1604.5,4186.9,4186.2,4186.5,1375.7,1375.2,1375.3,1694.9,1695.3,1695.6,4765.4,4765.7,38.950001,29.580000
2023-03-31T14:33:56.461Z,26834.6,26838.8,1855.7,1855.4,1855.6,1191.4,1190.9,1190.9,7570.7,7571.3,7571.2,1528.9,1529.7,1529.4,4257.4,4257.1,110609.8,110617.3,16229.0,16228.9,16216.7,2797.7,2794.4,2792.6,1374.8,1374.6,1374.6,2405.9,2406.0,2406.6,15603.3,15604.6,23309.8,23310.0,4026.9,4026.9,4027.1,2267.2,2266.2,2266.4,4846.9,4845.6,4844.9,2382.2,2381.7,2382.2,77137.6,77113.8,5096.9,5097.7,1605.6,1604.5,1604.5,4187.8,4187.2,4187.5,1376.1,1375.5,1375.9,1694.2,1694.0,1694.1,4766.0,4765.2,39.369999,29.600000
2023-03-31T14:33:58.906Z,26835.0,26842.1,1856.4,1856.5,1856.0,1191.7,1191.2,1191.3,7576.6,7576.7,7576.4,1529.5,1529.4,1530.0,4257.9,4257.8,110656.2,110675.4,16246.7,16240.7,16234.8,2797.8,2794.9,2793.7,1375.7,1375.9,1375.6,2407.3,2407.0,2407.6,15610.6,15605.7,23318.9,23331.6,4028.3,4027.4,4028.1,2268.5,2267.1,2267.6,4849.0,4848.7,4848.3,2382.5,2382.5,2382.0,77051.2,77095.6,5099.9,5099.3,1607.4,1606.3,1606.3,4190.7,4190.4,4190.3,1377.3,1376.6,1376.6,1695.9,1695.9,1696.2,4766.8,4767.6,40.049999,29.610001
2023-03-31T14:34:01.351Z,26855.2,26850.9,1856.3,1855.9,1856.1,1193.4,1192.9,1193.0,7581.4,7580.8,7581.5,1530.9,1531.0,1531.6,4258.9,4258.8,110707.4,110682.2,16252.8,16244.0,16247.8,2799.9,2797.2,2795.2,1377.0,1376.9,1376.9,2409.3,2408.2,2408.8,15612.7,15612.7,23336.4,23335.5,4032.3,4031.8,4032.6,2269.0,2267.7,2268.0,4857.1,4856.7,4856.2,2384.5,2384.8,2385.4,77074.0,77110.0,5098.7,5098.8,1608.2,1607.1,1607.4,4191.9,4192.4,4193.4,1378.2,1377.5,1377.7,1697.0,1697.2,1697.7,4770.1,4768.1,40.310001,29.610001
2023-03-31T14:34:03.794Z,26864.6,26871.3,1857.2,1857.2,1857.4,1195.2,1194.8,1194.9,7586.8,7586.9,7586.8,1533.2,1533.3,1533.7,4261.1,4260.9,110849.8,110847.4,16266.0,16261.0,16258.9,2801.7,2798.8,2797.3,1378.2,1378.0,1378.3,2410.4,2410.3,2411.0,15605.8,15609.2,23333.2,23339.7,4035.8,4036.0,4037.1,2269.9,2268.8,2269.1,4862.8,4861.7,4862.7,2387.5,2387.2,2388.3,77055.5,77080.4,5102.4,5102.6,1609.7,1608.7,1608.6,4193.1,4193.4,4193.9,1378.5,1378.0,1377.8,1697.0,1696.8,1697.3,4771.3,4770.5,40.000000,29.610001
2023-03-31T14:34:06.237Z,26863.6,26866.8,1857.7,1857.0,1857.2,1195.8,1195.4,1195.4,7586.2,7586.1,7586.6,1532.8,1533.7,1533.4,4260.1,4260.0,110731.4,110758.6,16269.1,16270.1,16268.8,2802.7,2799.7,2798.7,1379.1,1379.0,1378.9,2411.6,2411.7,2412.0,15613.5,15615.1,23332.8,23337.7,4037.7,4037.0,4037.3,2270.0,2268.9,2269.5,4862.9,4859.0,4859.7,2386.6,2387.0,2387.2,77108.5,77075.3,5102.8,5102.9,1610.1,1609.4,1608.9,4195.4,4195.6,4195.5,1378.9,1378.0,1378.2,1697.4,1696.8,1697.4,4768.0,4767.1,39.439999,29.629999
2023-03-31T14:34:08.681Z,26864.9,26868.1,1858.8,1858.4,1858.7,1196.9,1196.6,1196.6,7590.7,7591.4,7591.3,1533.7,1534.0,1534.6,4261.2,4261.1,110774.5,110739.1,16271.0,16267.1,16270.6,2803.9,2801.6,2799.0,1380.0,1379.7,1379.8,2412.3,2412.3,2412.9,15618.6,15614.2,23312.1,23318.0,4039.2,4038.0,4038.1,2270.2,2269.0,2269.5,4860.4,4858.3,4857.5,2387.7,2386.6,2387.0,77017.2,77063.5,5104.6,5104.0,1609.7,1608.4,1608.4,4193.6,4193.8,4194.3,1378.4,1377.9,1378.1,1697.7,1697.3,1697.9,4768.5,4769.0,39.410000,29.610001
2023-03-31T14:34:11.126Z,26857.1,26857.4,1858.9,1858.5,1858.9,1196.5,1195.9,1196.2,7591.4,7590.4,7590.6,1531.8,1531.7,1532.3,4260.4,4260.3,110819.3,110838.3,16281.4,16278.2,16278.5,2803.0,2800.9,2799.2,1380.2,1380.1,1380.0,2412.5,2413.1,2412.6,15616.8,15614.5,23343.6,23342.6,4037.5,4037.4,4037.4,2269.8,2268.5,2269.2,4861.9,4860.7,4859.8,2386.1,2385.8,2385.6,77126.3,77098.1,5104.3,5103.7,1609.7,1608.5,1608.7,4195.6,4194.8,4196.3,1378.3,1377.9,1378.1,1696.0,1695.9,1696.2,4769.6,4770.0,39.299999,29.629999
2023-03-31T14:34:13.569Z,26857.1,26861.8,1858.8,1858.5,1858.8,1196.8,1196.4,1196.3,7593.9,7593.1,7592.9,1533.2,1533.2,1533.7,4260.7,4260.5,110841.4,110794.5,16290.5,16276.9,16269.6,2804.5,2801.6,2799.8,1380.8,1380.7,1380.7,2412.5,2412.2,2412.5,15609.0,15617.9,23339.3,23337.6,4035.4,4035.6,4036.6,2270.6,2269.5,2270.0,4862.9,4860.7,4860.9,2384.0,2384.3,2384.4,77074.2,77059.8,5103.7,5103.1,1608.5,1607.5,1607.2,4193.8,4194.3,4194.6,1379.2,1378.4,1378.3,1697.2,1697.0,1697.2,4772.1,4771.7,39.840000,29.610001
2023-03-31T14:34:16.013Z,26858.1,26868.1,1859.4,1858.8,1859.0,1196.5,1196.1,1196.1,7595.3,7595.4,7595.2,1531.9,1532.4,1533.1,4261.3,4260.9,110883.8,110872.3,16301.1,16297.2,16296.7,2806.1,2803.5,2802.0,1381.4,1381.3,1381.2,2412.8,2412.3,2412.7,15619.8,15622.6,23347.8,23339.2,4037.0,4036.2,4036.7,2270.7,2269.9,2270.4,4862.5,4862.6,4862.0,2384.3,2383.9,2384.2,77040.7,77033.7,5103.3,5104.2,1609.0,1607.7,1607.6,4197.4,4196.6,4197.1,1379.3,1378.7,1378.7,1697.2,1696.6,1697.4,4769.8,4769.8,40.369999,29.670000
2023-03-31T14:34:18.457Z,26868.8,26872.4,1859.4,1859.2,1859.5,1196.4,1196.0,1196.0,7597.6,7598.1,7598.2,1532.7,1532.4,1532.9,4261.5,4261.2,110878.8,110934.5,16297.6,16290.8,16284.6,2806.2,2803.8,2802.0,1382.1,1381.7,1381.9,2412.6,2412.6,2413.5,15617.8,15618.8,23357.1,23367.3,4036.3,4036.2,4036.5,2271.0,2270.2,2270.4,4863.0,4862.8,4862.1,2383.2,2382.9,2383.3,77060.6,77073.5,5105.6,5105.9,1607.9,1606.8,1607.0,4197.2,4196.8,4196.5,1379.4,1379.1,1379.1,1697.1,1697.2,1698.0,4769.9,4767.9,40.669998,29.650000
2023-03-31T14:34:20.902Z,26868.8,26865.7,1859.8,1859.4,1859.6,1196.3,1195.9,1196.0,7600.6,7600.4,7601.3,1533.4,1533.5,1533.7,4261.8,4261.5,110734.4,110711.9,16299.6,16298.1,16302.4,2807.2,2804.4,2802.3,1382.7,1382.6,1382.5,2413.0,2413.2,2414.0,15618.3,15619.9,23351.2,23352.2,4036.8,4036.2,4036.3,2271.2,2270.3,2270.6,4864.9,4862.7,4862.1,2382.7,2382.5,2382.8,77049.4,77009.6,5105.7,5105.4,1607.7,1607.0,1607.0,4199.0,4198.2,4198.8,1380.2,1379.8,1379.8,1696.9,1696.4,1697.3,4772.2,4770.6,41.000000,29.639999
2023-03-31T14:34:23.375Z,26867.5,26868.0,1860.5,1860.1,1860.4,1196.5,1196.2,1196.1,7603.3,7603.3,7602.7,1533.6,1534.3,1534.6,4263.2,4263.0,110734.9,110762.9,16296.8,16295.2,16294.6,2808.0,2804.7,2803.0,1383.6,1383.3,1383.4,2413.9,2413.9,2414.9,15624.7,15623.9,23368.0,23385.6,4037.6,4038.1,4038.7,2272.2,2271.5,2271.3,4867.9,4867.0,4865.9,2383.3,2383.0,2383.4,77038.2,77047.9,5107.2,5108.3,1608.5,1607.4,1607.2,4199.7,4199.4,4200.2,1380.2,1379.5,1379.7,1696.4,1696.3,1696.4,4771.0,4771.2,41.459999,29.670000
2023-03-31T14:34:25.789Z,26884.3,26880.2,1860.7,1860.4,1860.4,1197.2,1196.9,1197.0,7608.0,7606.7,7607.6,1533.9,1534.4,1534.4,4264.2,4264.2,110683.0,110767.8,16303.4,16303.2,16304.6,2808.6,2805.9,2803.6,1384.5,1384.3,1384.3,2415.5,2415.5,2416.2,15623.2,15622.9,23366.7,23370.1,4041.4,4041.0,4040.9,2273.0,2271.8,2271.7,4870.5,4869.0,4867.4,2383.7,2383.2,2383.2,76999.7,76995.9,5108.0,5107.4,1609.0,1607.9,1607.4,4199.5,4199.9,4200.3,1380.3,1379.7,1379.9,1697.4,1696.3,1696.6,4772.8,4772.3,41.459999,29.670000
2023-03-31T14:34:28.233Z,26875.2,26871.7,1861.0,1860.7,1860.9,1197.1,1196.6,1196.7,7608.7,7608.3,7608.5,1533.6,1533.8,1534.5,4264.3,4264.2,110803.1,110780.0,16306.9,16306.1,16300.4,2809.5,2806.7,2804.5,1385.0,1384.8,1384.9,2414.6,2414.8,2415.0,15627.4,15622.8,23377.6,23376.7,4041.7,4041.6,4042.0,2272.8,2272.2,2272.6,4872.4,4870.4,4869.7,2383.9,2383.6,2384.1,77101.2,77107.9,5109.1,5109.3,1608.9,1607.9,1608.1,4202.8,4202.9,4203.0,1381.2,1380.6,1380.7,1696.7,1697.5,1697.6,4774.0,4774.3,41.310001,29.670000
2023-03-31T14:34:30.678Z,26885.8,26888.2,1862.5,1862.3,1862.2,1198.3,1198.0,1198.0,7612.9,7613.9,7614.4,1536.2,1536.4,1536.6,4265.8,4266.0,110877.8,110767.1,16316.3,16312.2,16308.4,2809.7,2806.9,2804.9,1386.5,1386.4,1386.4,2416.2,2416.1,2416.3,15627.7,15623.9,23393.3,23389.7,4049.3,4049.2,4049.3,2273.2,2272.3,2272.2,4878.5,4876.3,4876.3,2386.6,2386.1,2386.2,77065.0,77052.4,5111.7,5112.1,1610.2,1609.2,1609.2,4203.3,4203.7,4204.0,1381.5,1380.8,1380.9,1697.9,1697.4,1697.7,4772.0,4769.4,41.700001,29.670000
2023-03-31T14:34:33.122Z,26888.9,26883.5,1862.4,1862.0,1862.2,1198.5,1198.0,1198.0,7614.4,7615.2,7615.3,1535.8,1535.7,1535.8,4266.2,4265.7,110836.7,110847.6,16312.5,16317.4,16315.2,2809.8,2806.6,2805.4,1386.9,1386.6,1386.7,2416.2,2416.2,2416.7,15624.0,15623.3,23393.8,23388.0,4049.4,4049.3,4049.4,2273.5,2272.3,2272.6,4879.1,4877.9,4877.2,2385.6,2384.9,2385.3,77108.4,77111.4,5110.5,5109.8,1608.5,1607.5,1607.9,4203.6,4203.9,4205.0,1381.4,1380.9,1381.0,1697.9,1697.8,1697.6,4772.4,4771.5,40.959999,29.700001
2023-03-31T14:34:35.565Z,26890.9,26890.7,1862.4,1862.0,1862.1,1198.1,1197.6,1197.6,7617.8,7617.9,7616.9,1536.5,1536.7,1537.0,4266.1,4266.3,110855.4,110884.8,16327.2,16320.0,16317.2,2810.8,2808.0,2806.4,1388.0,1387.8,1388.0,2417.8,2417.8,2418.2,15631.4,15631.7,23396.0,23405.7,4054.1,4054.7,4055.2,2274.4,2273.7,2273.8,4887.0,4885.7,4885.1,2388.3,2387.8,2388.0,77037.1,77043.0,5113.1,5112.3,1609.8,1608.8,1608.7,4206.7,4206.5,4207.4,1382.4,1381.9,1381.9,1697.9,1698.1,1698.1,4774.7,4772.8,41.500000,29.700001
2023-03-31T14:34:38.010Z,26895.3,26897.1,1862.8,1862.4,1862.3,1199.2,1198.5,1198.8,7622.0,7620.9,7621.1,1537.7,1537.9,1538.3,4266.9,4267.1,110893.5,110935.4,16340.4,16323.0,16328.0,2811.7,2809.0,2807.6,1389.6,1389.5,1389.4,2419.0,2418.3,2419.0,15633.4,15635.0,23408.6,23403.0,4061.7,4062.0,4061.5,2274.6,2274.2,2274.4,4892.2,4890.5,4891.2,2391.9,2391.5,2391.6,77106.0,77088.0,5111.4,5111.9,1610.0,1609.3,1609.0,4208.0,4207.3,4207.1,1382.3,1381.7,1382.1,1698.7,1698.6,1698.7,4771.4,4770.6,41.590000,29.680000
2023-03-31T14:34:40.483Z,26888.7,26888.6,1863.2,1862.8,1863.3,1200.2,1199.7,1199.5,7625.3,7624.9,7623.4,1538.2,1538.2,1538.6,4267.8,4267.7,110880.3,110815.9,16342.8,16339.5,16330.1,2812.0,2809.0,2807.5,1390.1,1390.0,1390.1,2419.0,2419.1,2419.4,15638.0,15639.7,23415.5,23416.7,4060.5,4061.1,4060.6,2275.1,2274.2,2274.3,4889.9,4888.7,4888.1,2390.2,2389.4,2390.0,77113.9,77165.9,5112.9,5113.3,1610.7,1609.8,1609.7,4210.9,4210.8,4210.5,1382.9,1382.1,1382.3,1698.7,1699.1,1699.7,4776.1,4776.6,41.450001,29.709999
2023-03-31T14:34:42.907Z,26902.4,26900.3,1864.5,1864.1,1864.3,1200.9,1200.6,1200.6,7629.2,7629.8,7630.2,1539.9,1540.4,1541.3,4269.0,4268.8,110950.5,110944.7,16330.5,16332.5,16331.8,2813.2,2810.0,2808.6,1392.4,1392.3,1392.4,2422.3,2423.4,2422.9,15637.5,15636.3,23433.2,23421.3,4079.5,4080.0,4080.1,2277.5,2276.2,2276.5,4914.2,4913.5,4913.8,2402.5,2402.2,2402.6,77179.8,77202.5,5115.0,5115.1,1613.9,1612.9,1612.8,4216.0,4216.8,4216.1,1384.0,1383.2,1383.8,1699.3,1698.8,1699.4,4779.0,4777.5,41.310001,29.719999
2023-03-31T14:34:45.342Z,26911.2,26909.6,1866.5,1865.9,1866.2,1203.5,1203.1,1203.2,7632.9,7633.0,7633.7,1544.2,1543.4,1543.9,4270.9,4271.0,110953.6,110823.7,16335.9,16334.3,16334.0,2812.3,2809.4,2807.5,1393.7,1393.5,1393.6,2423.3,2423.4,2423.5,15631.3,15632.0,23432.7,23428.4,4086.8,4087.0,4087.7,2277.4,2276.7,2276.4,4914.0,4913.8,4913.0,2406.1,2405.6,2405.5,77236.9,77252.7,5116.7,5117.3,1616.0,1614.7,1614.9,4218.5,4217.9,4218.0,1383.9,1383.5,1383.6,1699.4,1699.2,1700.1,4776.3,4774.1,40.049999,29.740000
2023-03-31T14:34:47.786Z,26902.1,26903.2,1867.2,1866.7,1867.0,1204.2,1204.0,1204.0,7633.0,7632.6,7632.6,1543.2,1543.3,1543.7,4271.1,4270.8,110920.1,110880.6,16347.7,16347.0,16345.7,2812.0,2808.9,2807.3,1393.6,1393.5,1393.6,2423.3,2423.7,2424.0,15633.4,15632.4,23410.4,23412.5,4084.2,4084.1,4084.5,2275.7,2275.4,2275.2,4902.4,4901.5,4900.2,2400.6,2400.5,2400.6,77159.9,77150.6,5116.7,5116.8,1614.3,1613.5,1613.6,4214.7,4214.8,4215.2,1384.0,1383.3,1383.0,1700.1,1699.8,1700.0,4773.6,4774.7,38.279999,29.719999
2023-03-31T14:34:50.229Z,26886.2,26888.7,1865.8,1865.1,1865.2,1202.5,1202.1,1202.2,7631.1,7630.3,7630.8,1540.2,1540.3,1540.6,4269.0,4269.0,110944.0,110951.8,16348.2,16339.4,16330.7,2813.2,2809.9,2808.3,1392.9,1392.7,1392.8,2420.7,2420.4,2421.3,15629.4,15630.8,23402.1,23396.4,4075.8,4075.7,4075.3,2275.9,2275.1,2275.5,4900.9,4898.9,4898.9,2395.6,2394.9,2395.6,77112.0,77130.3,5113.5,5113.1,1611.4,1610.4,1610.4,4211.2,4210.4,4211.1,1383.3,1382.5,1382.6,1699.3,1698.9,1699.3,4772.3,4772.1,38.099998,29.740000
2023-03-31T14:34:52.674Z,26880.0,26883.9,1865.3,1864.9,1865.1,1200.7,1200.4,1200.3,7633.9,7633.7,7633.9,1540.7,1540.5,1541.6,4269.7,4269.8,110989.7,110999.7,16346.8,16341.6,16337.4,2813.5,2810.4,2808.6,1394.0,1393.8,1393.8,2422.8,2422.8,2423.6,15631.0,15629.9,23415.7,23408.8,4079.5,4078.4,4079.7,2276.4,2276.0,2276.3,4906.3,4905.5,4905.0,2396.6,2396.4,2396.7,77161.5,77189.1,5115.7,5114.6,1611.7,1610.6,1610.5,4215.0,4214.7,4215.1,1384.1,1383.3,1383.5,1698.9,1698.6,1698.5,4776.0,4774.7,39.730000,29.740000
2023-03-31T14:34:55.118Z,26890.3,26883.3,1865.4,1865.2,1865.3,1201.1,1200.6,1200.8,7636.1,7635.8,7635.6,1541.0,1541.1,1541.4,4270.4,4270.7,110909.8,110920.0,16344.2,16341.4,16350.0,2813.3,2810.4,2809.2,1394.9,1394.7,1394.7,2423.9,2423.9,2423.9,15635.0,15631.7,23430.9,23431.1,4083.3,4083.3,4084.1,2277.3,2276.6,2276.8,4909.1,4907.8,4907.2,2398.7,2398.5,2398.7,77159.7,77174.0,5116.1,5116.2,1611.9,1611.1,1610.9,4215.9,4215.1,4216.5,1384.1,1383.9,1383.7,1699.2,1698.5,1699.5,4775.5,4776.4,40.580002,29.750000
2023-03-31T14:34:57.562Z,26892.3,26888.2,1866.8,1866.3,1866.7,1201.5,1201.1,1201.4,7639.4,7639.2,7638.8,1542.0,1542.3,1542.8,4271.2,4271.1,110978.3,111035.8,16365.5,16351.1,16340.5,2814.5,2811.3,2810.0,1395.5,1395.5,1395.3,2424.3,2424.2,2423.8,15633.6,15634.7,23423.3,23425.4,4085.6,4085.4,4086.1,2277.4,2276.8,2277.0,4913.2,4912.2,4911.1,2400.9,2400.7,2401.1,77183.5,77200.7,5118.1,5117.3,1613.7,1612.5,1612.3,4218.8,4219.1,4219.8,1385.0,1384.2,1384.4,1699.2,1699.1,1699.6,4775.7,4775.6,40.720001,29.770000
2023-03-31T14:35:00.006Z,26901.3,26901.3,1867.7,1867.0,1867.2,1203.2,1203.0,1202.8,7642.0,7641.8,7641.5,1543.3,1543.6,1544.1,4272.2,4272.1,110982.7,111003.7,16343.0,16346.9,16332.3,2814.5,2811.3,2809.1,1395.9,1395.9,1395.9,2425.0,2424.1,2424.1,15633.0,15632.7,23427.6,23432.9,4087.3,4086.5,4086.7,2277.5,2276.3,2276.6,4912.7,4911.8,4911.0,2399.9,2399.7,2399.5,77140.6,77197.9,5117.8,5117.9,1613.8,1613.3,1613.2,4219.0,4219.0,4219.6,1384.7,1384.4,1384.6,1698.9,1699.1,1699.6,4776.0,4776.1,40.400002,29.770000
2023-03-31T14:35:02.479Z,26910.0,26900.9,1868.4,1867.7,1868.2,1203.6,1202.9,1203.2,7645.1,7645.0,7644.7,1544.2,1544.7,1544.9,4272.6,4272.8,110928.8,110922.4,16352.7,16348.4,16342.2,2815.2,2811.9,2810.5,1396.8,1396.5,1396.6,2424.2,2423.7,2424.9,15635.0,15634.7,23450.0,23442.6,4091.8,4091.1,4091.4,2278.5,2277.5,2277.5,4917.1,4916.4,4915.5,2401.6,2401.2,2401.5,77179.9,77180.6,5118.5,5119.5,1614.0,1613.0,1612.9,4219.4,4218.7,4219.5,1384.9,1384.4,1384.4,1700.0,1699.1,1699.5,4776.5,4776.8,40.099998,29.750000
2023-03-31T14:35:04.894Z,26903.3,26904.0,1867.7,1867.1,1867.3,1202.8,1202.4,1202.1,7645.9,7645.2,7644.5,1542.5,1542.7,1543.3,4272.4,4272.3,110952.1,110969.5,16355.6,16351.1,16358.5,2815.3,2812.3,2809.9,1397.2,1397.0,1397.1,2425.8,2425.6,2426.2,15637.5,15636.0,23444.2,23454.2,4090.9,4091.6,4092.0,2278.2,2277.3,2277.4,4919.7,4918.2,4918.4,2400.9,2400.5,2401.4,77142.2,77184.4,5119.7,5118.6,1613.0,1611.8,1611.9,4219.4,4219.7,4219.9,1385.3,1384.6,1384.6,1699.2,1699.0,1698.8,4777.3,4776.3,39.950001,29.780001
2023-03-31T14:35:07.338Z,26917.7,26919.0,1867.7,1867.2,1867.2,1202.4,1201.9,1202.0,7648.4,7648.1,7648.1,1543.1,1544.0,1544.4,4273.1,4273.4,111101.2,110991.6,16369.2,16373.0,16363.3,2816.7,2813.6,2811.8,1398.3,1398.2,1398.2,2425.7,2426.6,2426.6,15640.5,15639.2,23439.6,23440.7,4095.8,4095.6,4096.4,2279.6,2278.6,2278.9,4925.2,4924.4,4923.3,2402.7,2402.2,2401.5,77182.9,77170.0,5120.3,5119.3,1612.8,1611.6,1611.8,4220.4,4220.6,4221.5,1385.3,1385.0,1384.8,1699.8,1699.8,1700.5,4779.0,4777.8,40.709999,29.799999
